Player_id, won_contest, accurate_pass, touch_factor, aerial_won, saves, tackles, yellow_card, red_card, goal_factor, assist_factor, shot_factor, cross_factor, tackle_factor
25604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
322595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133381,0.11896337739,3.00106852479,0.0106619316366,0.0,0.0,0.474803116962,0.0,0.0,0.00375236588242,0.00450283905891,0.0318188524926,0.0,0.0240656740187
322596,0.162762119218,2.26215563179,0.006489255098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003486784401,0.0,0.0
14179,0.0,0.09,0.00121008403361,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69956,0.0387420489,1.70983491024,0.00477156363242,0.09,0.0,0.178975399731,0.0,0.0,0.0,0.0,0.00493173270008,0.0,0.010475854039
19494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11981,0.09,6.2856,0.00893012561604,0.0729,0.0,0.13851,0.0,0.0,0.0,0.0,0.0,0.0,0.00690447115385
114075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23444,0.9,8.8,0.025000125127,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.02,0.0,0.00588235294118
322594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,0.18197379,9.62997803,0.0238465077201,0.081,0.0,0.3341441,0.0,0.0,0.0,0.0,0.01335735,0.0,0.0252721066667
140088,1.28580583951,1.06247524345,0.00915537257777,0.022876792455,0.0,0.147949140242,0.0531441,0.0,0.0,0.0,0.0,0.0,0.00748943160241
4145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
121454,0.031381059609,6.00747420233,0.0150492212172,0.121381059609,0.0,0.0,0.0,0.0,0.0,0.0,0.00224150425779,0.0,0.0
295133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33748,0.0,4.0,0.0165562913907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
275887,0.09,0.081,0.00232424029686,0.171,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0,0.0
107395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19155,0.0,5.79200395974,0.0178759764086,0.0,0.0,0.03486784401,0.0,0.0,0.0,0.0,0.0,0.0,0.00145282683375
73084,0.0,13.923,0.0217718950266,0.0,0.0,0.0,0.0,0.0,0.0,0.0225,0.0520714285714,0.0,0.0
3859,0.411782264189,8.79626844425,0.0232632752673,0.188189163,0.0,0.594681846644,0.129699717892,0.0,0.022876792455,0.0,0.0693533876739,0.0,0.0295585525611
73382,0.059049,2.092994,0.00778421020142,0.4,0.0,0.0,0.1,0.0,0.145,0.0,0.0270118571429,0.0,0.0
108055,0.0265248907215,3.29007289761,0.0106569208405,0.418954120331,0.0,0.233308368152,0.0,0.0,0.0517542585884,0.04782969,0.0309664788647,0.0,0.0123778948871
19277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19270,0.0,0.0610432679163,0.000139711704738,0.0,0.00763040848954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125209,0.0,4.75823642403,0.00780367349992,0.0387420489,0.0,0.318163263519,0.121381059609,0.0,0.0,0.00706073841203,0.00215233605,0.0,0.0167163667101
255961,0.0,0.6174,0.00390228731942,0.0729,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.00473684210526
255962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104368,0.0,10.53,0.0470930232558,2.43,0.0,0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0675
243552,0.0166771816997,1.20154535634,0.00349998714496,0.00797664430769,0.0,0.134143438087,0.0,0.0,0.0,0.0,0.000346810622073,0.0,0.00749391408548
317804,0.0,4.0,0.0285714285714,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.222222222222,0.0,0.0526315789474
98317,0.48925711692,3.22252579224,0.0121332849941,0.0,0.0,0.043046721,0.0,0.0,0.0,0.0,0.00817321297243,0.0,0.00165564311538
71714,0.0,9.8,0.0206576442882,1.8,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.276923076923
69375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8236,0.0,1.0,0.00448446327684,0.18,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
33831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142438,0.0,2.37932776734,0.00843034851929,0.311620253308,0.0,0.378530201889,0.0,0.0,0.0,0.0,0.0,0.0,0.0114706258602
6292,0.0,0.3099363912,0.000998184834783,0.0387420489,0.0,0.0774840978,0.0,0.0,0.0,0.0,0.0,0.0,0.0043046721
13450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26682,0.0,7.31555931789,0.0271822176076,0.231949,0.0,0.422901904128,0.0,0.0,0.01594323,0.0,0.0173647310546,0.0,0.0262614962931
32018,0.0387420489,2.39225028916,0.0070433720173,0.00984770902184,0.0,0.142482859615,0.0,0.0,0.0,0.0,0.0142407986778,0.0,0.00792122347493
260451,0.162,0.8343,0.00438413893612,0.0,0.0,0.1539,0.0,0.0,0.0,0.0,0.0,0.0,0.00906428571429
80758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
289253,0.0716470261266,1.99538300354,0.00729561350554,0.0830717970298,0.0,0.131595180689,0.0,0.0,0.0505891132095,0.00199416107692,0.031548572121,0.0,0.00745073596843
298599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69778,0.0,0.351,0.00125039930874,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.01
75830,0.819,18.53121,0.0411407006423,0.1,0.0,0.30222,0.081,0.0,0.0,0.081,0.054210696944,0.0,0.0167501221805
70483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8040,0.113335026597,10.6951134916,0.0224583952751,0.0704286941294,0.0,0.317677042117,0.152275758439,0.0,0.0108575036297,0.0287870767461,0.0237250913931,0.0,0.0178895231005
9156,0.0531441,3.9319869609,0.0142160705143,0.0,0.0,0.493708689,0.0,0.0,0.0,0.0,0.0103593034929,0.0,0.0274134394149
121488,0.0729,4.0914,0.0165133771019,0.0,0.0,1.3932,0.0,0.0,0.0,0.0,0.00625,0.0,0.114438461538
134668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34052,0.0,1.35,0.0055,0.18,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.00947368421053
31558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
136396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303172,0.0,0.567,0.00163018867925,0.081,0.0,0.0,0.0,0.0,0.0,0.0,0.0108,0.0,0.0
260779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108176,0.0,4.0095,0.00827459152589,0.081,0.0,0.0729,0.0,0.0,0.0,0.0,0.0,0.0,0.00347142857143
14524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330916,0.71046721,4.15553344,0.0138006449629,0.1260441,0.0,0.081,0.0,0.0,0.0,0.0,0.0268174781471,0.0,0.00426315789474
84129,0.0,0.2,0.000566037735849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94024,0.0919241085359,1.05693584581,0.00412574994996,0.037060403777,0.0,0.0254186582833,0.0,0.0,0.0,0.0185302018885,0.0230238219096,0.0,0.00133782412017
70140,0.0,0.6916,0.00246738264946,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141246,0.0531441,4.08737178,0.00854512255679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0187159656522,0.0,0.0
106880,0.0,0.6679,0.00274421896669,0.8149,0.0,0.0,0.0,0.0,0.1,0.0,0.0285714285714,0.0,0.0
90549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135211,0.243,8.438,0.0170374350073,0.0,0.0,0.729,0.0,0.0,0.0,0.0,0.0467307692308,0.0,0.0520714285714
136945,0.333280917362,3.75634001004,0.016128595624,0.0868380168285,0.0,0.161958919345,0.0536446637003,0.0,0.0205891132095,0.11561,0.0167731234258,0.0,0.00984169670365
12124,0.0,1.1843641,0.00628675898451,0.4531441,0.0,0.0,0.0,0.0,0.05,0.0,0.00833333333333,0.0,0.0
