Player_id, won_contest, accurate_pass, touch_factor, aerial_won, saves, tackles, yellow_card, red_card, goal_factor, assist_factor, shot_factor, cross_factor, tackle_factor
25604,0.0,20.8574653433,0.0488093469717,0.0807387840379,2.16626708626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73399,0.0,13.0446084234,0.0647250577744,0.261876411,2.88825189875,0.0,0.2439,0.0,0.0,0.0,0.0,0.0,0.0
322595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133381,0.531441,16.563281,0.0456234891884,0.22122,0.0,0.371269,0.0,0.0,0.09,0.03645,0.0906384408749,0.05,0.0211224784426
322596,0.0,12.0,0.0485232067511,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.2,0.05,0.105263157895
14179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69956,0.352412325284,43.1494171667,0.106739104339,0.924388669689,0.0,2.69946242481,0.105952747608,0.2,0.0141214768241,0.0937543683748,0.0468386656424,0.07025,0.16558094484
19494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11981,0.0623066349596,43.5229829608,0.0849414542707,2.23655597836,0.0,1.47390785365,0.0243474050948,0.00523347633027,0.0338299751684,0.0,0.0395867774897,0.05,0.0862327951576
114075,1.31226096484,55.9354980379,0.103528686116,0.783584134655,0.0,3.12650514181,0.262457202898,0.0,0.00822204041059,0.000675851986348,0.0647552878226,0.05,0.175556691151
23444,1.51613558818,31.3955274556,0.105913627711,0.479543485096,0.0,2.97444747716,0.29376003762,0.0,0.0809296533494,0.0471426842777,0.0977547040818,0.05,0.185619421595
322594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3553,0.205946721,21.058415255,0.0726772234469,0.230049,0.0,1.045160442,0.63612621,0.1458,0.0,0.0,0.021471615,0.0901460685,0.0660465999745
140088,6.59977314921,15.6664679816,0.077688053161,0.789776465103,0.0,1.07857041142,0.0,0.0,0.0,0.0215233605,0.0642384558776,0.25134918699,0.0592299238623
4145,0.0,14.5459672994,0.0616387323259,2.97236583407,0.0,1.09171697769,0.326842093113,0.0,0.00873771416542,0.012687549897,0.063971711528,0.05,0.0712987483104
121454,0.464491529278,36.9519538219,0.0964558379,3.52261773111,0.0,1.66854950846,0.0,0.0,0.0,0.0052301766015,0.0640027098635,0.05,0.0861285202718
295133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33748,0.247376747136,24.6955761964,0.0955337268226,1.15040562136,0.0,0.965264734701,0.0834343533295,0.0,0.00654380264501,0.081,0.0519590974017,0.202541865828,0.0555165921303
24711,1.34910448488,35.3632771499,0.102468763667,1.19737145405,0.0,2.67202038099,0.419758722727,0.0,0.0704186582833,0.052,0.0714304858237,0.200007665459,0.149383490651
275887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107395,0.0185302018885,14.128207839,0.0743376895481,0.388996889863,2.91005294434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19155,0.722875536309,31.1579530484,0.0922840764131,0.133214485857,0.0,1.59279401487,0.113287187364,0.0,0.00886293811965,0.0199844965844,0.0776659444714,0.0617753217431,0.101464652229
73084,1.57695457673,50.5658093624,0.103195365571,0.493607031236,0.0,1.58118922391,0.134727118905,0.0,0.0782583016231,0.187018468034,0.160326928351,0.083988611413,0.0962674950058
3859,0.614291997665,32.9352085562,0.0850569386675,0.776689846597,0.0,1.08403940059,0.135717324438,0.0,0.299774749103,0.141665840288,0.206423687479,0.124759044573,0.061052571276
73382,0.29,12.4,0.044227908455,3.0,0.0,0.352,0.0,0.0,0.0,0.0,0.176397619048,0.05,0.0171892230576
108055,0.40133840391,17.1203795888,0.0645696938176,3.60099711548,0.0,0.508195752157,0.081,0.0,0.303482620756,0.0769911836481,0.175555965738,0.05,0.031712487189
19277,0.275107251012,28.5407114052,0.087702731524,2.44090964334,0.0,1.05711176081,0.297451494497,0.062762119218,0.045376792455,0.0306999933342,0.0305532120829,0.05,0.0987659458157
19270,0.0,18.539,0.0392291209909,0.0,1.109,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.00454545454545
2856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73063,0.371737651236,17.0342246368,0.105037290397,4.59068932233,0.0,1.46178360819,0.368380481482,0.0,0.00444261138017,0.0,0.0452824497308,0.190849078385,0.0811595462709
19782,0.1,15.6033362286,0.069491302751,0.337327780609,3.45339541371,0.0,0.0387420489,0.0,0.0,0.0,0.0,0.0,0.0
125209,0.2341441,58.0618262688,0.0908473665302,0.3560430978,0.0,2.2828516201,0.0,0.0,0.0,0.0119574225,0.117152349802,0.05,0.11526476107
255961,0.83826721,20.21778441,0.105080831067,1.70496944,0.0,1.73122798,0.081,0.0,0.0,0.018225,0.0150174,0.243046721,0.0796274422737
255962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104368,1.62,21.80601,0.097248749303,2.75851,0.0,1.13924,0.0,0.0,0.0,0.0,0.0,0.185,0.0671281344538
243552,0.1,32.0185933626,0.0981139637476,2.02761935621,0.0,2.16313098579,0.181387053648,0.0,0.0405,0.03486784401,0.0575855728181,0.0530883669814,0.13036427867
317804,1.35197185581,16.5300982835,0.0812249655018,4.80219003506,0.0,1.74502564977,0.160210749609,0.0,0.192166567857,0.160827282505,0.288864643151,0.178831670555,0.0968800279951
98317,2.291,12.846,0.0531778441909,0.0,0.0,1.1,0.1,0.0,0.0,0.0,0.21225,0.0885,0.0469134090909
71714,1.43095628228,52.1740560076,0.0972923880865,2.21417972561,0.0,2.09025506155,0.207032642219,0.0,0.0510779193243,0.0019297881681,0.0776547553488,0.05,0.110903192318
69375,0.535242913089,42.6351230638,0.0936291892314,0.38703169523,0.0,2.30757732119,0.0,0.0,0.0,0.0280523658824,0.0636877349746,0.2,0.119594589072
99165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
